BLOCK,ACTUAL_M,M_AVE,ERROR
1,9.967880e-01,9.967880e-01,0.000000e+00
2,9.996720e-01,9.982300e-01,1.019648e-03
3,9.998840e-01,9.987813e-01,8.153076e-04
4,9.999360e-01,9.990700e-01,6.606096e-04
5,9.999960e-01,9.992552e-01,5.538397e-04
6,9.999960e-01,9.993787e-01,4.750959e-04
7,1.000000e+00,9.994674e-01,4.154340e-04
8,9.999880e-01,9.995325e-01,3.685658e-04
9,9.999680e-01,9.995809e-01,3.307752e-04
10,9.999840e-01,9.996212e-01,3.001440e-04
11,1.000000e+00,9.996556e-01,2.748266e-04
12,9.999960e-01,9.996840e-01,2.533838e-04
13,1.000000e+00,9.997083e-01,2.350558e-04
14,9.998680e-01,9.997197e-01,2.185427e-04
15,9.997800e-01,9.997237e-01,2.040101e-04
16,9.997880e-01,9.997278e-01,1.912990e-04
17,9.999000e-01,9.997379e-01,1.803143e-04
18,9.999280e-01,9.997484e-01,1.706059e-04
19,1.000000e+00,9.997617e-01,1.621395e-04
20,9.999960e-01,9.997734e-01,1.544552e-04
21,9.999640e-01,9.997825e-01,1.473667e-04
22,9.999680e-01,9.997909e-01,1.409093e-04
23,9.967440e-01,9.996584e-01,1.869567e-04
24,9.998960e-01,9.996683e-01,1.794287e-04
25,9.995560e-01,9.996638e-01,1.723078e-04
26,1.000000e+00,9.996768e-01,1.661650e-04
27,1.000000e+00,9.996887e-01,1.604414e-04
28,9.998960e-01,9.996961e-01,1.548820e-04
29,9.998520e-01,9.997015e-01,1.496344e-04
30,9.997520e-01,9.997032e-01,1.446561e-04
31,9.999960e-01,9.997126e-01,1.402978e-04
32,9.999400e-01,9.997198e-01,1.360933e-04
33,9.999440e-01,9.997265e-01,1.321388e-04
34,9.999920e-01,9.997344e-01,1.284828e-04
35,1.000000e+00,9.997419e-01,1.250358e-04
36,9.999960e-01,9.997490e-01,1.217616e-04
37,1.000000e+00,9.997558e-01,1.186596e-04
38,9.980880e-01,9.997119e-01,1.233870e-04
39,1.000000e+00,9.997193e-01,1.204441e-04
40,9.999960e-01,9.997262e-01,1.176315e-04
41,9.999360e-01,9.997313e-01,1.148737e-04
42,9.999360e-01,9.997362e-01,1.122420e-04
43,1.000000e+00,9.997423e-01,1.097992e-04
44,9.998000e-01,9.997436e-01,1.073116e-04
45,9.999960e-01,9.997492e-01,1.050733e-04
46,1.000000e+00,9.997547e-01,1.029305e-04
47,1.000000e+00,9.997599e-01,1.008727e-04
48,1.000000e+00,9.997649e-01,9.889509e-05
49,1.000000e+00,9.997697e-01,9.699313e-05
50,9.909280e-01,9.995929e-01,1.991986e-04
51,9.999960e-01,9.996008e-01,1.954495e-04
52,9.999400e-01,9.996073e-01,1.917997e-04
53,9.994720e-01,9.996048e-01,1.881978e-04
54,9.976600e-01,9.995687e-01,1.881270e-04
55,1.000000e+00,9.995766e-01,1.848698e-04
56,1.000000e+00,9.995841e-01,1.817231e-04
57,9.916080e-01,9.994442e-01,2.260802e-04
58,9.989800e-01,9.994362e-01,2.223239e-04
59,9.999360e-01,9.994447e-01,2.187171e-04
60,9.999960e-01,9.994539e-01,2.152647e-04
61,9.999760e-01,9.994624e-01,2.119059e-04
62,1.000000e+00,9.994711e-01,2.086654e-04
63,9.995560e-01,9.994724e-01,2.053576e-04
64,1.000000e+00,9.994807e-01,2.023142e-04
65,9.998480e-01,9.994863e-01,1.992806e-04
66,1.000000e+00,9.994941e-01,1.964131e-04
67,9.990560e-01,9.994876e-01,1.935904e-04
68,1.000000e+00,9.994951e-01,1.908901e-04
69,1.000000e+00,9.995024e-01,1.882637e-04
70,9.998800e-01,9.995078e-01,1.856515e-04
71,9.972680e-01,9.994763e-01,1.856977e-04
72,1.000000e+00,9.994836e-01,1.832609e-04
73,9.999480e-01,9.994899e-01,1.808609e-04
74,1.000000e+00,9.994968e-01,1.785482e-04
75,1.000000e+00,9.995035e-01,1.762935e-04
76,9.999840e-01,9.995098e-01,1.740872e-04
77,1.000000e+00,9.995162e-01,1.719427e-04
78,9.999760e-01,9.995221e-01,1.698393e-04
79,9.999680e-01,9.995277e-01,1.677832e-04
80,9.999320e-01,9.995328e-01,1.657620e-04
81,9.999720e-01,9.995382e-01,1.638042e-04
82,9.999840e-01,9.995437e-01,1.618968e-04
83,9.912520e-01,9.994438e-01,1.882617e-04
84,9.999880e-01,9.994502e-01,1.861319e-04
85,9.931280e-01,9.993759e-01,1.982471e-04
86,9.999520e-01,9.993826e-01,1.960550e-04
87,9.999640e-01,9.993892e-01,1.939154e-04
88,1.000000e+00,9.993962e-01,1.918360e-04
89,1.000000e+00,9.994030e-01,1.898004e-04
90,9.999360e-01,9.994089e-01,1.877839e-04
91,9.999880e-01,9.994153e-01,1.858282e-04
92,1.000000e+00,9.994216e-01,1.839170e-04
93,9.982880e-01,9.994094e-01,1.823429e-04
94,9.999560e-01,9.994152e-01,1.804957e-04
95,1.000000e+00,9.994214e-01,1.787007e-04
96,1.000000e+00,9.994274e-01,1.769408e-04
97,9.999280e-01,9.994326e-01,1.751920e-04
98,9.999920e-01,9.994383e-01,1.734973e-04
99,1.000000e+00,9.994440e-01,1.718375e-04
100,9.999680e-01,9.994492e-01,1.701990e-04
