BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,3.124688e-04,3.124688e-04,0.000000e+00
2,7.792969e-03,4.052719e-03,2.644756e-03
3,0.000000e+00,2.701812e-03,2.079760e-03
4,1.402550e-01,3.709010e-02,2.982195e-02
5,2.122722e-01,7.212653e-02,3.938558e-02
6,3.121875e-03,6.062575e-02,3.445957e-02
7,5.614875e-03,5.276705e-02,3.041969e-02
8,9.372188e-04,4.628832e-02,2.729843e-02
9,3.745500e-03,4.156134e-02,2.467113e-02
10,3.124688e-04,3.743646e-02,2.254621e-02
11,9.372188e-04,3.411834e-02,2.073928e-02
12,2.498000e-03,3.148332e-02,1.917768e-02
13,3.523300e-02,3.177175e-02,1.770464e-02
14,0.000000e+00,2.950234e-02,1.658483e-02
15,6.248750e-04,2.757718e-02,1.559051e-02
16,2.498000e-03,2.600973e-02,1.469469e-02
17,6.248750e-04,2.451650e-02,1.390596e-02
18,9.372187e-04,2.320654e-02,1.319496e-02
19,0.000000e+00,2.198514e-02,1.255689e-02
20,2.048888e-02,2.191033e-02,1.192927e-02
21,1.249500e-03,2.092648e-02,1.140171e-02
22,0.000000e+00,1.997528e-02,1.092305e-02
23,1.561719e-03,1.917469e-02,1.047744e-02
24,5.644200e-02,2.072749e-02,1.015529e-02
25,6.248750e-04,1.992339e-02,9.780862e-03
26,0.000000e+00,1.915710e-02,9.434645e-03
27,3.124688e-04,1.845916e-02,9.110993e-03
28,3.124688e-04,1.781106e-02,8.808621e-03
29,1.027847e-02,1.755131e-02,8.508704e-03
30,0.000000e+00,1.696627e-02,8.245169e-03
31,2.498000e-03,1.649955e-02,7.992394e-03
32,0.000000e+00,1.598394e-02,7.759246e-03
33,1.561719e-03,1.554690e-02,7.536415e-03
34,8.414719e-03,1.533713e-02,7.317675e-03
35,0.000000e+00,1.489893e-02,7.121707e-03
36,0.000000e+00,1.448507e-02,6.935896e-03
37,6.248750e-04,1.411047e-02,6.758548e-03
38,1.561719e-03,1.378024e-02,6.588754e-03
39,1.368950e-02,1.377791e-02,6.419812e-03
40,3.124688e-04,1.344128e-02,6.268137e-03
41,2.110550e-02,1.362821e-02,6.118042e-03
42,0.000000e+00,1.330373e-02,5.980973e-03
43,1.561719e-03,1.303066e-02,5.848111e-03
44,0.000000e+00,1.273451e-02,5.722693e-03
45,5.614875e-03,1.257629e-02,5.597709e-03
46,9.372188e-04,1.232327e-02,5.481735e-03
47,0.000000e+00,1.206107e-02,5.371369e-03
48,9.372188e-04,1.182933e-02,5.264463e-03
49,9.372187e-04,1.160704e-02,5.161716e-03
50,0.000000e+00,1.137490e-02,5.063699e-03
51,9.372188e-04,1.117024e-02,4.968545e-03
52,4.368875e-03,1.103944e-02,4.874717e-03
53,0.000000e+00,1.083115e-02,4.787189e-03
54,2.940547e-02,1.117512e-02,4.710879e-03
55,6.248750e-04,1.098330e-02,4.629130e-03
56,1.561719e-03,1.081505e-02,4.549523e-03
57,1.249500e-03,1.064724e-02,4.472801e-03
58,6.248750e-04,1.047444e-02,4.399021e-03
59,1.249500e-03,1.031808e-02,4.327239e-03
60,3.124688e-04,1.015132e-02,4.258330e-03
61,3.745500e-03,1.004631e-02,4.189816e-03
62,0.000000e+00,9.884272e-03,4.125370e-03
63,1.249500e-03,9.747212e-03,4.062165e-03
64,8.725500e-03,9.731248e-03,3.998725e-03
65,0.000000e+00,9.581537e-03,3.940007e-03
66,3.433719e-03,9.488388e-03,3.881411e-03
67,3.124688e-04,9.351434e-03,3.825895e-03
68,1.611830e-01,1.158425e-02,4.372903e-03
69,2.185969e-03,1.144804e-02,4.311649e-03
70,3.124688e-04,1.128896e-02,4.252987e-03
71,3.735497e-02,1.165609e-02,4.208902e-03
72,6.548719e-03,1.158516e-02,4.151042e-03
73,1.249500e-03,1.144357e-02,4.096593e-03
74,5.303469e-03,1.136060e-02,4.042074e-03
75,0.000000e+00,1.120912e-02,3.991016e-03
76,0.000000e+00,1.106163e-02,3.941227e-03
77,0.000000e+00,1.091798e-02,3.892660e-03
78,9.372188e-04,1.079002e-02,3.844857e-03
79,1.027847e-02,1.078354e-02,3.796193e-03
80,3.121875e-03,1.068777e-02,3.749948e-03
81,0.000000e+00,1.055582e-02,3.705973e-03
82,4.192200e-02,1.093834e-02,3.680466e-03
83,1.863750e-02,1.103110e-02,3.637292e-03
84,2.264597e-02,1.116937e-02,3.596618e-03
85,6.248750e-04,1.104532e-02,3.556444e-03
86,0.000000e+00,1.091688e-02,3.517408e-03
87,1.925488e-02,1.101272e-02,3.478284e-03
88,5.303469e-03,1.094785e-02,3.439363e-03
89,9.372188e-04,1.083537e-02,3.402557e-03
90,0.000000e+00,1.071497e-02,3.366880e-03
91,1.461847e-02,1.075787e-02,3.330155e-03
92,3.124688e-04,1.064433e-02,3.295892e-03
93,6.548719e-03,1.060029e-02,3.260747e-03
94,1.554688e-02,1.065292e-02,3.226482e-03
95,3.124688e-04,1.054407e-02,3.194355e-03
96,0.000000e+00,1.043424e-02,3.162968e-03
97,3.613472e-02,1.069919e-02,3.141438e-03
98,1.561719e-03,1.060595e-02,3.110766e-03
99,9.372187e-04,1.050829e-02,3.080877e-03
100,7.735888e-02,1.117679e-02,3.121753e-03
