BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-6.14583,-6.14583,0
2,-5.50788,-5.82685,0.225546
3,-5.51854,-5.72408,0.172194
4,-5.50862,-5.67022,0.137312
5,-5.44959,-5.62609,0.116724
6,-5.43668,-5.59452,0.101449
7,-5.43828,-5.5722,0.0893783
8,-5.39994,-5.55067,0.0807582
9,-5.41154,-5.53521,0.0732497
10,-5.48011,-5.5297,0.0661317
11,-5.47704,-5.52491,0.0602927
12,-5.43101,-5.51709,0.0557738
13,-5.40016,-5.5081,0.0522037
14,-5.45352,-5.5042,0.0486202
15,-5.43657,-5.49969,0.0455874
16,-5.46585,-5.49757,0.0427872
17,-5.45571,-5.49511,0.0403411
18,-5.41385,-5.4906,0.0383517
19,-5.33794,-5.48256,0.0371653
20,-5.4204,-5.47945,0.0354367
21,-5.44918,-5.47801,0.0337786
22,-5.40927,-5.47489,0.0323874
23,-5.42542,-5.47274,0.0310506
24,-5.35335,-5.46776,0.0301526
25,-5.37313,-5.46398,0.0291832
26,-5.44125,-5.4631,0.0280738
27,-5.45307,-5.46273,0.0270365
28,-5.50624,-5.46429,0.0261155
29,-5.44188,-5.46351,0.0252264
30,-5.54932,-5.46637,0.0245471
31,-5.48423,-5.46695,0.0237621
32,-5.57058,-5.47019,0.0232391
33,-5.44287,-5.46936,0.0225496
34,-5.4249,-5.46805,0.0219243
35,-5.4046,-5.46624,0.0213727
36,-5.32361,-5.46228,0.021143
37,-5.42918,-5.46138,0.0205905
38,-5.44889,-5.46105,0.0200513
39,-5.43863,-5.46048,0.0195454
40,-5.45165,-5.46026,0.019058
41,-5.46095,-5.46028,0.0185932
42,-5.41254,-5.45914,0.0181852
43,-5.51681,-5.46048,0.0178117
44,-5.4277,-5.45973,0.0174224
45,-5.49128,-5.46044,0.0170494
46,-5.53688,-5.4621,0.0167595
47,-5.45743,-5.462,0.0164032
48,-5.43952,-5.46153,0.0160682
49,-5.43518,-5.46099,0.0157493
50,-5.46039,-5.46098,0.0154343
51,-5.42926,-5.46036,0.0151442
52,-5.50499,-5.46122,0.0148772
53,-5.50588,-5.46206,0.0146204
54,-5.42625,-5.4614,0.0143647
55,-5.33277,-5.45906,0.0142926
56,-5.58856,-5.46137,0.0142232
57,-5.43609,-5.46093,0.0139806
58,-5.39023,-5.45971,0.0137926
59,-5.42173,-5.45906,0.0135739
60,-5.40213,-5.45811,0.0133808
61,-5.44792,-5.45795,0.0131624
62,-5.46541,-5.45807,0.0129507
63,-5.45966,-5.45809,0.0127452
64,-5.40911,-5.45733,0.012569
65,-5.45299,-5.45726,0.0123758
66,-5.34202,-5.45551,0.0123108
67,-5.43904,-5.45527,0.0121296
68,-5.52561,-5.4563,0.0119952
69,-5.41316,-5.45568,0.0118376
70,-5.36678,-5.45441,0.0117365
71,-5.48925,-5.4549,0.0115814
72,-5.53346,-5.45599,0.0114718
73,-5.5093,-5.45672,0.0113379
74,-5.53323,-5.45775,0.0112317
75,-5.4721,-5.45795,0.0110836
76,-5.45167,-5.45786,0.0109381
77,-5.45943,-5.45788,0.010796
78,-5.38549,-5.45695,0.0106975
79,-5.51077,-5.45764,0.0105837
80,-5.39929,-5.45691,0.0104765
81,-5.42516,-5.45651,0.0103545
82,-5.43727,-5.45628,0.0102309
83,-5.39886,-5.45559,0.010131
84,-5.45967,-5.45564,0.0100105
85,-5.35763,-5.45448,0.00995892
86,-5.44432,-5.45437,0.00984382
87,-5.4673,-5.45451,0.00973179
88,-5.41864,-5.45411,0.00962974
89,-5.47224,-5.45431,0.00952369
90,-5.49717,-5.45479,0.00942977
91,-5.41764,-5.45438,0.00933498
92,-5.45643,-5.4544,0.00923354
93,-5.48888,-5.45477,0.00914169
94,-5.46301,-5.45486,0.00904486
95,-5.53225,-5.45567,0.00898626
96,-5.56413,-5.4568,0.00896339
97,-5.45842,-5.45682,0.008871
98,-5.43204,-5.45657,0.00878409
99,-5.51777,-5.45719,0.00871709
100,-5.44973,-5.45711,0.00863023
